Simulacion Movimiento de partículas Gravitatorias. v 4.11 AVX 256
Partículas                   21960
Inicio al azar
Numero de hilos                 30
Paso de tiempo       1,0000000e+02 años
Muestra esférica
Radio de la esfera   2,5000000e+06   al
Velocidades Hubble   1,0000000e+02 factor
Distancia colision   5,0000000e+01   al
Radio de corte       2,1000000e+08   al
Radio vecinas        2,3000000e+08   al
Frecuencia vecinas           1.000 Hilo
Monitorizar cada             1.000 pasos
Tiempo a simular      100,00000000 millones de años (1.000.000 pasos)

                ener.cinetica ener.potencial  ENERGIA TOTAL ener.pot.resid           x al           y al           z al        vx al/s        vy al/s        vz al/s         v al/s
-------------- -------------- -------------- -------------- -------------- -------------- -------------- -------------- -------------- -------------- -------------- --------------
Partícula uno   8,2310502e-08 -1,7328710e-06 -1,6505605e-06  0,0000000e+00 -2,6832405e+05 -3,4469075e+05  1,7281730e+06 -6,0899631e-11 -7,8232046e-11  3,9223133e-10  4,0456697e-10
-------------- -------------- -------------- -------------- -------------- -------------- -------------- -------------- -------------- -------------- -------------- --------------

 millones años  ener.cinética ener.potencial  ENERGÍA TOTAL In.corte ener.pot.resid In.veci.   recorrido al desplazami. al      X c.m. al      Y c.m. al      Z c.m. al dist. media al desv.estand al  tpo cálculo s
-------------- -------------- -------------- -------------- -------- -------------- -------- -------------- -------------- -------------- -------------- -------------- -------------- -------------- --------------
   26,30000000  2,8274009e-04 -1,6391197e-02 -1,6108457e-02 21959,00  0,0000000e+00 21959,00  2,0644066e+05  2,0571548e+05 -8,1395932e+03 -3,0499598e+02  1,3139538e+03  2,1039846e+06  5,3995562e+05  5,8612000e+04
   26,40000000  2,8013458e-04 -1,6388610e-02 -1,6108476e-02 21959,00  0,0000000e+00 21959,00  2,0678055e+05  2,0604008e+05 -8,1444786e+03 -3,0454152e+02  1,3140745e+03  2,1043852e+06  5,4005501e+05  5,8836000e+04
   26,50000000  2,7699686e-04 -1,6385440e-02 -1,6108444e-02 21959,00  0,0000000e+00 21959,00  2,0711751e+05  2,0636144e+05 -8,1493869e+03 -3,0401098e+02  1,3143078e+03  2,1047825e+06  5,4015329e+05  5,9058000e+04
   26,60000000  2,7446560e-04 -1,6382674e-02 -1,6108208e-02 21959,00  0,0000000e+00 21959,00  2,0745157e+05  2,0667956e+05 -8,1542590e+03 -3,0351080e+02  1,3145385e+03  2,1051766e+06  5,4025081e+05  5,9281000e+04
   26,70000000  2,7250254e-04 -1,6380434e-02 -1,6107932e-02 21959,00  0,0000000e+00 21959,00  2,0778274e+05  2,0699444e+05 -8,1591611e+03 -3,0297796e+02  1,3146766e+03  2,1055676e+06  5,4034755e+05  5,9503000e+04
   26,80000000  2,7166460e-04 -1,6378918e-02 -1,6107254e-02 21959,00  0,0000000e+00 21959,00  2,0811102e+05  2,0730607e+05 -8,1640567e+03 -3,0238415e+02  1,3148195e+03  2,1059554e+06  5,4044343e+05  5,9727000e+04
   26,90000000  2,6789202e-04 -1,6374731e-02 -1,6106838e-02 21959,00  0,0000000e+00 21959,00  2,0843642e+05  2,0761447e+05 -8,1688128e+03 -3,0171309e+02  1,3149554e+03  2,1063401e+06  5,4053867e+05  5,9949000e+04
   27,00000000  2,6605328e-04 -1,6372528e-02 -1,6106475e-02 21959,00  0,0000000e+00 21959,00  2,0875895e+05  2,0791963e+05 -8,1736094e+03 -3,0117633e+02  1,3150101e+03  2,1067216e+06  5,4063313e+05  6,0172000e+04
   27,10000000  2,6172321e-04 -1,6367990e-02 -1,6106267e-02 21959,00  0,0000000e+00 21959,00  2,0907864e+05  2,0822156e+05 -8,1785536e+03 -3,0070104e+02  1,3150140e+03  2,1070999e+06  5,4072677e+05  6,0394000e+04
   27,20000000  2,5945324e-04 -1,6365852e-02 -1,6106399e-02 21959,00  0,0000000e+00 21959,00  2,0939548e+05  2,0852025e+05 -8,1835252e+03 -3,0023569e+02  1,3151211e+03  2,1074750e+06  5,4081955e+05  6,0617000e+04
   27,30000000  2,5655227e-04 -1,6362649e-02 -1,6106096e-02 21959,00  0,0000000e+00 21959,00  2,0970949e+05  2,0881572e+05 -8,1883533e+03 -2,9984484e+02  1,3153659e+03  2,1078468e+06  5,4091149e+05  6,0839000e+04
   27,40000000  2,5651552e-04 -1,6363064e-02 -1,6106548e-02 21959,00  0,0000000e+00 21959,00  2,1002068e+05  2,0910795e+05 -8,1930707e+03 -2,9952639e+02  1,3157006e+03  2,1082153e+06  5,4100258e+05  6,1065000e+04
   27,50000000  2,5348713e-04 -1,6359265e-02 -1,6105778e-02 21959,00  0,0000000e+00 21959,00  2,1032906e+05  2,0939696e+05 -8,1977357e+03 -2,9927222e+02  1,3160692e+03  2,1085806e+06  5,4109281e+05  6,1286000e+04
   27,60000000  2,5085457e-04 -1,6356319e-02 -1,6105464e-02 21959,00  0,0000000e+00 21959,00  2,1063465e+05  2,0968275e+05 -8,2023370e+03 -2,9910457e+02  1,3164640e+03  2,1089426e+06  5,4118237e+05  6,1510000e+04
   27,70000000  2,4759194e-04 -1,6352997e-02 -1,6105405e-02 21959,00  0,0000000e+00 21959,00  2,1093746e+05  2,0996531e+05 -8,2069455e+03 -2,9907993e+02  1,3169339e+03  2,1093015e+06  5,4127095e+05  6,1732000e+04
   27,80000000  2,4624037e-04 -1,6351082e-02 -1,6104841e-02 21959,00  0,0000000e+00 21959,00  2,1123750e+05  2,1024465e+05 -8,2115038e+03 -2,9897754e+02  1,3174784e+03  2,1096571e+06  5,4135870e+05  6,1955000e+04
   27,90000000  2,4380867e-04 -1,6348050e-02 -1,6104242e-02 21959,00  0,0000000e+00 21959,00  2,1153478e+05  2,1052078e+05 -8,2160720e+03 -2,9882501e+02  1,3180978e+03  2,1100095e+06  5,4144572e+05  6,2177000e+04
   28,00000000  2,4375245e-04 -1,6346859e-02 -1,6103107e-02 21959,00  0,0000000e+00 21959,00  2,1182932e+05  2,1079368e+05 -8,2206365e+03 -2,9864256e+02  1,3187346e+03  2,1103587e+06  5,4153190e+05  6,2401000e+04
   28,10000000  2,3859351e-04 -1,6341971e-02 -1,6103378e-02 21959,00  0,0000000e+00 21959,00  2,1212113e+05  2,1106337e+05 -8,2251254e+03 -2,9860270e+02  1,3194835e+03  2,1107045e+06  5,4161719e+05  6,2623000e+04
   28,20000000  2,3947889e-04 -1,6342701e-02 -1,6103222e-02 21959,00  0,0000000e+00 21959,00  2,1241024e+05  2,1132985e+05 -8,2296390e+03 -2,9857922e+02  1,3202843e+03  2,1110472e+06  5,4170164e+05  6,2846000e+04
   28,30000000  2,3514779e-04 -1,6338478e-02 -1,6103330e-02 21959,00  0,0000000e+00 21959,00  2,1269664e+05  2,1159312e+05 -8,2342486e+03 -2,9865432e+02  1,3209850e+03  2,1113867e+06  5,4178534e+05  6,3068000e+04
   28,40000000  2,3348836e-04 -1,6337042e-02 -1,6103554e-02 21959,00  0,0000000e+00 21959,00  2,1298036e+05  2,1185318e+05 -8,2388520e+03 -2,9882097e+02  1,3216071e+03  2,1117229e+06  5,4186835e+05  6,3293000e+04
   28,50000000  2,2891211e-04 -1,6332423e-02 -1,6103510e-02 21959,00  0,0000000e+00 21959,00  2,1326141e+05  2,1211002e+05 -8,2433870e+03 -2,9911196e+02  1,3223330e+03  2,1120558e+06  5,4195068e+05  6,3515000e+04
   28,60000000  2,2775021e-04 -1,6330966e-02 -1,6103215e-02 21959,00  0,0000000e+00 21959,00  2,1353981e+05  2,1236367e+05 -8,2479259e+03 -2,9935718e+02  1,3230846e+03  2,1123855e+06  5,4203216e+05  6,3739000e+04
   28,70000000  2,2811567e-04 -1,6330993e-02 -1,6102877e-02 21959,00  0,0000000e+00 21959,00  2,1381557e+05  2,1261411e+05 -8,2525393e+03 -2,9967066e+02  1,3238849e+03  2,1127118e+06  5,4211281e+05  6,3961000e+04
   28,80000000  2,2535663e-04 -1,6328359e-02 -1,6103002e-02 21959,00  0,0000000e+00 21959,00  2,1408871e+05  2,1286135e+05 -8,2572050e+03 -2,9976552e+02  1,3246521e+03  2,1130348e+06  5,4219281e+05  6,4184000e+04
   28,90000000  2,2219957e-04 -1,6324770e-02 -1,6102571e-02 21959,00  0,0000000e+00 21959,00  2,1435926e+05  2,1310538e+05 -8,2618949e+03 -2,9974555e+02  1,3253984e+03  2,1133546e+06  5,4227206e+05  6,4408000e+04
   29,00000000  2,2190776e-04 -1,6323647e-02 -1,6101739e-02 21959,00  0,0000000e+00 21959,00  2,1462722e+05  2,1334622e+05 -8,2666440e+03 -2,9962634e+02  1,3260994e+03  2,1136710e+06  5,4235055e+05  6,4631000e+04
   29,10000000  2,1775677e-04 -1,6319766e-02 -1,6102009e-02 21959,00  0,0000000e+00 21959,00  2,1489262e+05  2,1358386e+05 -8,2713802e+03 -2,9953572e+02  1,3267897e+03  2,1139843e+06  5,4242826e+05  6,4853000e+04
   29,20000000  2,1615599e-04 -1,6318035e-02 -1,6101879e-02 21959,00  0,0000000e+00 21959,00  2,1515546e+05  2,1381831e+05 -8,2761382e+03 -2,9944370e+02  1,3274943e+03  2,1142943e+06  5,4250515e+05  6,5077000e+04
   29,30000000  2,1373026e-04 -1,6315376e-02 -1,6101645e-02 21959,00  0,0000000e+00 21959,00  2,1541579e+05  2,1404957e+05 -8,2809178e+03 -2,9936301e+02  1,3282609e+03  2,1146010e+06  5,4258126e+05  6,5299000e+04
   29,40000000  2,1225163e-04 -1,6314321e-02 -1,6102070e-02 21959,00  0,0000000e+00 21959,00  2,1567360e+05  2,1427763e+05 -8,2857157e+03 -2,9936036e+02  1,3289881e+03  2,1149045e+06  5,4265644e+05  6,5522000e+04
   29,50000000  2,1033488e-04 -1,6312227e-02 -1,6101892e-02 21959,00  0,0000000e+00 21959,00  2,1592893e+05  2,1450251e+05 -8,2906757e+03 -2,9946396e+02  1,3297145e+03  2,1152047e+06  5,4273066e+05  6,5744000e+04
   29,60000000  2,0607660e-04 -1,6308052e-02 -1,6101975e-02 21959,00  0,0000000e+00 21959,00  2,1618180e+05  2,1472420e+05 -8,2956482e+03 -2,9960221e+02  1,3305721e+03  2,1155017e+06  5,4280405e+05  6,5967000e+04
   29,70000000  2,0471119e-04 -1,6306687e-02 -1,6101976e-02 21959,00  0,0000000e+00 21959,00  2,1643221e+05  2,1494270e+05 -8,3006603e+03 -2,9964682e+02  1,3314249e+03  2,1157954e+06  5,4287661e+05  6,6189000e+04
   29,80000000  2,0223073e-04 -1,6303982e-02 -1,6101751e-02 21959,00  0,0000000e+00 21959,00  2,1668021e+05  2,1515802e+05 -8,3057188e+03 -2,9973755e+02  1,3323244e+03  2,1160857e+06  5,4294831e+05  6,6413000e+04
   29,90000000  2,0151315e-04 -1,6302936e-02 -1,6101422e-02 21959,00  0,0000000e+00 21959,00  2,1692581e+05  2,1537016e+05 -8,3108774e+03 -2,9982638e+02  1,3332640e+03  2,1163728e+06  5,4301927e+05  6,6635000e+04
   30,00000000  1,9970316e-04 -1,6301003e-02 -1,6101299e-02 21959,00  0,0000000e+00 21959,00  2,1716903e+05  2,1557911e+05 -8,3162008e+03 -2,9995490e+02  1,3340346e+03  2,1166564e+06  5,4308944e+05  6,6858000e+04
   30,10000000  1,9814415e-04 -1,6299381e-02 -1,6101237e-02 21959,00  0,0000000e+00 21959,00  2,1740990e+05  2,1578489e+05 -8,3215497e+03 -3,0004029e+02  1,3348033e+03  2,1169369e+06  5,4315876e+05  6,7080000e+04
   30,20000000  1,9552278e-04 -1,6296398e-02 -1,6100876e-02 21959,00  0,0000000e+00 21959,00  2,1764844e+05  2,1598750e+05 -8,3269966e+03 -3,0012522e+02  1,3355159e+03  2,1172141e+06  5,4322731e+05  6,7304000e+04
   30,30000000  1,9462515e-04 -1,6294104e-02 -1,6099479e-02 21959,00  0,0000000e+00 21959,00  2,1788469e+05  2,1618693e+05 -8,3325233e+03 -3,0015514e+02  1,3362123e+03  2,1174881e+06  5,4329505e+05  6,7526000e+04
   30,40000000  1,9520335e-04 -1,6294508e-02 -1,6099304e-02 21959,00  0,0000000e+00 21959,00  2,1811865e+05  2,1638319e+05 -8,3380866e+03 -3,0001555e+02  1,3369087e+03  2,1177589e+06  5,4336196e+05  6,7749000e+04
   30,50000000  1,9148584e-04 -1,6290661e-02 -1,6099175e-02 21959,00  0,0000000e+00 21959,00  2,1835037e+05  2,1657627e+05 -8,3436083e+03 -2,9999094e+02  1,3375674e+03  2,1180264e+06  5,4342812e+05  6,7971000e+04
   30,60000000  1,9009181e-04 -1,6288953e-02 -1,6098861e-02 21959,00  0,0000000e+00 21959,00  2,1857987e+05  2,1676619e+05 -8,3491115e+03 -2,9996060e+02  1,3381137e+03  2,1182906e+06  5,4349345e+05  6,8195000e+04
   30,70000000  1,9217872e-04 -1,6290497e-02 -1,6098319e-02 21959,00  0,0000000e+00 21959,00  2,1880717e+05  2,1695294e+05 -8,3546131e+03 -2,9993016e+02  1,3386061e+03  2,1185516e+06  5,4355797e+05  6,8417000e+04
   30,80000000  1,8740923e-04 -1,6285155e-02 -1,6097746e-02 21959,00  0,0000000e+00 21959,00  2,1903231e+05  2,1713653e+05 -8,3600918e+03 -2,9985963e+02  1,3390959e+03  2,1188094e+06  5,4362167e+05  6,8640000e+04
   30,90000000  1,8585212e-04 -1,6283508e-02 -1,6097656e-02 21959,00  0,0000000e+00 21959,00  2,1925532e+05  2,1731696e+05 -8,3655432e+03 -2,9970371e+02  1,3395317e+03  2,1190639e+06  5,4368456e+05  6,8862000e+04
   31,00000000  1,8690613e-04 -1,6284559e-02 -1,6097653e-02 21959,00  0,0000000e+00 21959,00  2,1947623e+05  2,1749422e+05 -8,3710403e+03 -2,9953366e+02  1,3400882e+03  2,1193152e+06  5,4374661e+05  6,9085000e+04
   31,10000000  1,8225350e-04 -1,6279553e-02 -1,6097299e-02 21959,00  0,0000000e+00 21959,00  2,1969507e+05  2,1766832e+05 -8,3767097e+03 -2,9925479e+02  1,3406179e+03  2,1195633e+06  5,4380781e+05  6,9307000e+04
   31,20000000  1,8108176e-04 -1,6278199e-02 -1,6097117e-02 21959,00  0,0000000e+00 21959,00  2,1991187e+05  2,1783927e+05 -8,3824282e+03 -2,9905713e+02  1,3410935e+03  2,1198082e+06  5,4386823e+05  6,9531000e+04
   31,30000000  1,7987550e-04 -1,6276910e-02 -1,6097035e-02 21959,00  0,0000000e+00 21959,00  2,2012667e+05  2,1800706e+05 -8,3881372e+03 -2,9887033e+02  1,3415495e+03  2,1200499e+06  5,4392795e+05  6,9753000e+04
   31,40000000  1,7811184e-04 -1,6274874e-02 -1,6096763e-02 21959,00  0,0000000e+00 21959,00  2,2033949e+05  2,1817169e+05 -8,3938272e+03 -2,9868583e+02  1,3419735e+03  2,1202883e+06  5,4398688e+05  6,9976000e+04
   31,50000000  1,8221401e-04 -1,6278643e-02 -1,6096429e-02 21959,00  0,0000000e+00 21959,00  2,2055039e+05  2,1833318e+05 -8,3994639e+03 -2,9847356e+02  1,3422306e+03  2,1205234e+06  5,4404502e+05  7,0198000e+04
   31,60000000  1,7672227e-04 -1,6272833e-02 -1,6096111e-02 21959,00  0,0000000e+00 21959,00  2,2075938e+05  2,1849151e+05 -8,4050887e+03 -2,9826671e+02  1,3425233e+03  2,1207554e+06  5,4410246e+05  7,0421000e+04
   31,70000000  1,7483664e-04 -1,6270907e-02 -1,6096070e-02 21959,00  0,0000000e+00 21959,00  2,2096652e+05  2,1864670e+05 -8,4106231e+03 -2,9797494e+02  1,3428587e+03  2,1209842e+06  5,4415907e+05  7,0643000e+04
   31,80000000  1,7393651e-04 -1,6269988e-02 -1,6096051e-02 21959,00  0,0000000e+00 21959,00  2,2117184e+05  2,1879873e+05 -8,4160962e+03 -2,9766501e+02  1,3431191e+03  2,1212098e+06  5,4421481e+05  7,0867000e+04
   31,90000000  1,7309999e-04 -1,6268924e-02 -1,6095824e-02 21959,00  0,0000000e+00 21959,00  2,2137537e+05  2,1894763e+05 -8,4215142e+03 -2,9729138e+02  1,3433766e+03  2,1214322e+06  5,4426970e+05  7,1089000e+04
   32,00000000  1,6994473e-04 -1,6266045e-02 -1,6096100e-02 21959,00  0,0000000e+00 21959,00  2,2157716e+05  2,1909338e+05 -8,4268718e+03 -2,9686840e+02  1,3437138e+03  2,1216515e+06  5,4432387e+05  7,1312000e+04
   32,10000000  1,6894699e-04 -1,6264789e-02 -1,6095842e-02 21959,00  0,0000000e+00 21959,00  2,2177725e+05  2,1923599e+05 -8,4321835e+03 -2,9628494e+02  1,3441138e+03  2,1218674e+06  5,4437730e+05  7,1534000e+04
   32,20000000  1,6832527e-04 -1,6263975e-02 -1,6095650e-02 21959,00  0,0000000e+00 21959,00  2,2197569e+05  2,1937546e+05 -8,4376058e+03 -2,9559346e+02  1,3445076e+03  2,1220802e+06  5,4442991e+05  7,1758000e+04
   32,30000000  1,6697738e-04 -1,6262686e-02 -1,6095708e-02 21959,00  0,0000000e+00 21959,00  2,2217251e+05  2,1951179e+05 -8,4431575e+03 -2,9489594e+02  1,3449547e+03  2,1222897e+06  5,4448172e+05  7,1980000e+04
   32,40000000  1,6569794e-04 -1,6261335e-02 -1,6095637e-02 21959,00  0,0000000e+00 21959,00  2,2236776e+05  2,1964498e+05 -8,4487467e+03 -2,9427075e+02  1,3454607e+03  2,1224960e+06  5,4453278e+05  7,2203000e+04
   32,50000000  1,6734752e-04 -1,6261706e-02 -1,6094359e-02 21959,00  0,0000000e+00 21959,00  2,2256149e+05  2,1977505e+05 -8,4543693e+03 -2,9358802e+02  1,3459495e+03  2,1226991e+06  5,4458301e+05  7,2425000e+04
   32,60000000  1,6400899e-04 -1,6258012e-02 -1,6094003e-02 21959,00  0,0000000e+00 21959,00  2,2275375e+05  2,1990198e+05 -8,4600511e+03 -2,9293160e+02  1,3464040e+03  2,1228989e+06  5,4463233e+05  7,2648000e+04
   32,70000000  1,6261810e-04 -1,6256704e-02 -1,6094086e-02 21959,00  0,0000000e+00 21959,00  2,2294457e+05  2,2002578e+05 -8,4658030e+03 -2,9235268e+02  1,3469612e+03  2,1230955e+06  5,4468081e+05  7,2870000e+04
   32,80000000  1,6262966e-04 -1,6256368e-02 -1,6093738e-02 21959,00  0,0000000e+00 21959,00  2,2313402e+05  2,2014645e+05 -8,4716346e+03 -2,9184519e+02  1,3474685e+03  2,1232890e+06  5,4472846e+05  7,3094000e+04
   32,90000000  1,6112955e-04 -1,6254732e-02 -1,6093603e-02 21959,00  0,0000000e+00 21959,00  2,2332213e+05  2,2026399e+05 -8,4775827e+03 -2,9153890e+02  1,3479511e+03  2,1234792e+06  5,4477528e+05  7,3316000e+04
   33,00000000  1,5898955e-04 -1,6252243e-02 -1,6093254e-02 21959,00  0,0000000e+00 21959,00  2,2350897e+05  2,2037841e+05 -8,4836518e+03 -2,9131294e+02  1,3484952e+03  2,1236664e+06  5,4482135e+05  7,3539000e+04
   33,10000000  1,6025098e-04 -1,6253635e-02 -1,6093384e-02 21959,00  0,0000000e+00 21959,00  2,2369458e+05  2,2048971e+05 -8,4896894e+03 -2,9107048e+02  1,3489201e+03  2,1238504e+06  5,4486669e+05  7,3761000e+04
   33,20000000  1,5554064e-04 -1,6248555e-02 -1,6093015e-02 21959,00  0,0000000e+00 21959,00  2,2387902e+05  2,2059789e+05 -8,4957384e+03 -2,9082474e+02  1,3494262e+03  2,1240313e+06  5,4491120e+05  7,3985000e+04
   33,30000000  1,5505302e-04 -1,6247742e-02 -1,6092689e-02 21959,00  0,0000000e+00 21959,00  2,2406234e+05  2,2070295e+05 -8,5017515e+03 -2,9058339e+02  1,3498578e+03  2,1242090e+06  5,4495506e+05  7,4207000e+04
   33,40000000  1,5479676e-04 -1,6247674e-02 -1,6092877e-02 21959,00  0,0000000e+00 21959,00  2,2424460e+05  2,2080489e+05 -8,5077355e+03 -2,9026198e+02  1,3502451e+03  2,1243834e+06  5,4499815e+05  7,4430000e+04
   33,50000000  1,5290211e-04 -1,6245177e-02 -1,6092275e-02 21959,00  0,0000000e+00 21959,00  2,2442585e+05  2,2090372e+05 -8,5138789e+03 -2,9001907e+02  1,3506398e+03  2,1245546e+06  5,4504040e+05  7,4653000e+04
   33,60000000  1,5130809e-04 -1,6243326e-02 -1,6092018e-02 21959,00  0,0000000e+00 21959,00  2,2460615e+05  2,2099943e+05 -8,5201197e+03 -2,8974449e+02  1,3510684e+03  2,1247226e+06  5,4508187e+05  7,4876000e+04
   33,70000000  1,5019304e-04 -1,6242210e-02 -1,6092017e-02 21959,00  0,0000000e+00 21959,00  2,2478556e+05  2,2109204e+05 -8,5263995e+03 -2,8946710e+02  1,3515351e+03  2,1248875e+06  5,4512252e+05  7,5098000e+04
   33,80000000  1,5047178e-04 -1,6242238e-02 -1,6091767e-02 21959,00  0,0000000e+00 21959,00  2,2496413e+05  2,2118153e+05 -8,5327041e+03 -2,8917268e+02  1,3519438e+03  2,1250492e+06  5,4516240e+05  7,5322000e+04
   33,90000000  1,4907614e-04 -1,6240998e-02 -1,6091921e-02 21959,00  0,0000000e+00 21959,00  2,2514193e+05  2,2126792e+05 -8,5390654e+03 -2,8883471e+02  1,3523519e+03  2,1252076e+06  5,4520138e+05  7,5544000e+04
   34,00000000  1,4826004e-04 -1,6240030e-02 -1,6091770e-02 21959,00  0,0000000e+00 21959,00  2,2531902e+05  2,2135120e+05 -8,5454363e+03 -2,8850088e+02  1,3527635e+03  2,1253627e+06  5,4523958e+05  7,5768000e+04
   34,10000000  1,4770484e-04 -1,6239474e-02 -1,6091769e-02 21959,00  0,0000000e+00 21959,00  2,2549546e+05  2,2143138e+05 -8,5518202e+03 -2,8820366e+02  1,3531821e+03  2,1255147e+06  5,4527692e+05  7,5990000e+04
   34,20000000  1,4632921e-04 -1,6238034e-02 -1,6091704e-02 21959,00  0,0000000e+00 21959,00  2,2567130e+05  2,2150846e+05 -8,5583818e+03 -2,8790086e+02  1,3535800e+03  2,1256635e+06  5,4531356e+05  7,6213000e+04
   34,30000000  1,4524587e-04 -1,6237060e-02 -1,6091814e-02 21959,00  0,0000000e+00 21959,00  2,2584662e+05  2,2158244e+05 -8,5648897e+03 -2,8752992e+02  1,3540502e+03  2,1258090e+06  5,4534933e+05  7,6435000e+04
   34,40000000  1,4493655e-04 -1,6236587e-02 -1,6091650e-02 21959,00  0,0000000e+00 21959,00  2,2602148e+05  2,2165333e+05 -8,5714193e+03 -2,8705412e+02  1,3544543e+03  2,1259512e+06  5,4538426e+05  7,6659000e+04
   34,50000000  1,4730948e-04 -1,6238406e-02 -1,6091097e-02 21959,00  0,0000000e+00 21959,00  2,2619593e+05  2,2172111e+05 -8,5779771e+03 -2,8644462e+02  1,3548882e+03  2,1260901e+06  5,4541842e+05  7,6881000e+04
   34,60000000  1,4453393e-04 -1,6235557e-02 -1,6091023e-02 21959,00  0,0000000e+00 21959,00  2,2637005e+05  2,2178581e+05 -8,5845576e+03 -2,8582993e+02  1,3553214e+03  2,1262258e+06  5,4545175e+05  7,7104000e+04
   34,70000000  1,4483875e-04 -1,6235566e-02 -1,6090727e-02 21959,00  0,0000000e+00 21959,00  2,2654389e+05  2,2184741e+05 -8,5912763e+03 -2,8520962e+02  1,3557436e+03  2,1263584e+06  5,4548419e+05  7,7326000e+04
   34,80000000  1,4421719e-04 -1,6233401e-02 -1,6089184e-02 21959,00  0,0000000e+00 21959,00  2,2671753e+05  2,2190593e+05 -8,5981008e+03 -2,8471310e+02  1,3561437e+03  2,1264877e+06  5,4551594e+05  7,7550000e+04
   34,90000000  1,4357460e-04 -1,6232378e-02 -1,6088803e-02 21959,00  0,0000000e+00 21959,00  2,2689103e+05  2,2196136e+05 -8,6049407e+03 -2,8440487e+02  1,3564187e+03  2,1266140e+06  5,4554680e+05  7,7774000e+04
   35,00000000  1,4263132e-04 -1,6231383e-02 -1,6088752e-02 21959,00  0,0000000e+00 21959,00  2,2706445e+05  2,2201370e+05 -8,6118361e+03 -2,8414759e+02  1,3566935e+03  2,1267373e+06  5,4557682e+05  7,7998000e+04
   35,10000000  1,4494916e-04 -1,6233337e-02 -1,6088388e-02 21959,00  0,0000000e+00 21959,00  2,2723785e+05  2,2206297e+05 -8,6187325e+03 -2,8378505e+02  1,3569457e+03  2,1268574e+06  5,4560609e+05  7,8220000e+04
   35,20000000  1,4129246e-04 -1,6229046e-02 -1,6087753e-02 21959,00  0,0000000e+00 21959,00  2,2741131e+05  2,2210915e+05 -8,6257308e+03 -2,8335576e+02  1,3572037e+03  2,1269744e+06  5,4563456e+05  7,8445000e+04
   35,30000000  1,4370323e-04 -1,6231051e-02 -1,6087348e-02 21959,00  0,0000000e+00 21959,00  2,2758489e+05  2,2215225e+05 -8,6327242e+03 -2,8287636e+02  1,3574780e+03  2,1270883e+06  5,4566220e+05  7,8669000e+04
   35,40000000  1,4136996e-04 -1,6228575e-02 -1,6087205e-02 21959,00  0,0000000e+00 21959,00  2,2775865e+05  2,2219228e+05 -8,6397898e+03 -2,8231241e+02  1,3576374e+03  2,1271991e+06  5,4568888e+05  7,8894000e+04
   35,50000000  1,4163886e-04 -1,6228584e-02 -1,6086945e-02 21959,00  0,0000000e+00 21959,00  2,2793266e+05  2,2222923e+05 -8,6468825e+03 -2,8175177e+02  1,3577553e+03  2,1273067e+06  5,4571474e+05  7,9118000e+04
   35,60000000  1,4131354e-04 -1,6228284e-02 -1,6086970e-02 21959,00  0,0000000e+00 21959,00  2,2810699e+05  2,2226311e+05 -8,6539141e+03 -2,8131597e+02  1,3578702e+03  2,1274112e+06  5,4573957e+05  7,9346000e+04
   35,70000000  1,4177719e-04 -1,6228105e-02 -1,6086327e-02 21959,00  0,0000000e+00 21959,00  2,2828169e+05  2,2229392e+05 -8,6610230e+03 -2,8097378e+02  1,3580107e+03  2,1275123e+06  5,4576349e+05  7,9569000e+04
   35,80000000  1,4114106e-04 -1,6227468e-02 -1,6086327e-02 21959,00  0,0000000e+00 21959,00  2,2845683e+05  2,2232166e+05 -8,6682004e+03 -2,8062738e+02  1,3581078e+03  2,1276102e+06  5,4578653e+05  7,9792000e+04
   35,90000000  1,3925766e-04 -1,6225622e-02 -1,6086364e-02 21959,00  0,0000000e+00 21959,00  2,2863248e+05  2,2234634e+05 -8,6754176e+03 -2,8034005e+02  1,3580425e+03  2,1277049e+06  5,4580871e+05  8,0014000e+04
   36,00000000  1,4138511e-04 -1,6227751e-02 -1,6086366e-02 21959,00  0,0000000e+00 21959,00  2,2880869e+05  2,2236795e+05 -8,6827347e+03 -2,8000736e+02  1,3579230e+03  2,1277964e+06  5,4582996e+05  8,0238000e+04
   36,10000000  1,3950128e-04 -1,6225249e-02 -1,6085748e-02 21959,00  0,0000000e+00 21959,00  2,2898553e+05  2,2238650e+05 -8,6901104e+03 -2,7970244e+02  1,3577023e+03  2,1278848e+06  5,4585053e+05  8,0460000e+04
   36,20000000  1,3920948e-04 -1,6225373e-02 -1,6086163e-02 21959,00  0,0000000e+00 21959,00  2,2916307e+05  2,2240199e+05 -8,6975871e+03 -2,7938520e+02  1,3574505e+03  2,1279700e+06  5,4587027e+05  8,0684000e+04
   36,30000000  1,4172738e-04 -1,6227605e-02 -1,6085878e-02 21959,00  0,0000000e+00 21959,00  2,2934136e+05  2,2241443e+05 -8,7051849e+03 -2,7903816e+02  1,3571761e+03  2,1280521e+06  5,4588908e+05  8,0906000e+04
   36,40000000  1,3796668e-04 -1,6223771e-02 -1,6085804e-02 21959,00  0,0000000e+00 21959,00  2,2952046e+05  2,2242381e+05 -8,7128089e+03 -2,7861684e+02  1,3568577e+03  2,1281310e+06  5,4590697e+05  8,1129000e+04
   36,50000000  1,3907215e-04 -1,6224438e-02 -1,6085366e-02 21959,00  0,0000000e+00 21959,00  2,2970043e+05  2,2243013e+05 -8,7204475e+03 -2,7824326e+02  1,3565145e+03  2,1282066e+06  5,4592401e+05  8,1352000e+04
